{ 1 JetEta 1 JetPt 1./([0]+[1]*log10(0.01*x)+[2]/(x/10.)+[3]*log10(x/10.)/(x/10.)) Correction L2Relative}
  -5.191 -4.889  6  12  127    1.0845  0.0692  0.3142 -0.9019
  -4.889 -4.716  6  8  149    1.1453 -0.2522 -0.5631 -0.4786
  -4.716 -4.538  6  12  183    1.0377  0.1537  0.3296 -0.6816
  -4.538 -4.363  6  9  181    0.9794 -0.2882 -0.3632 -0.1978
  -4.363 -4.191  6  7  221    1.0463 -0.2923 -0.5445 -0.4449
  -4.191 -4.013  6  7  280    1.0747 -0.1890 -0.4931 -0.4110
  -4.013 -3.839  6  10  334    0.9565 -0.0081  0.0642 -0.0026
  -3.839 -3.664  6  10  416    0.9831  0.0224 -0.0216  0.0015
  -3.664 -3.489  6  9  466    1.0004 -0.0852 -0.2045 -0.0786
  -3.489 -3.314  6  11  585    0.9930 -0.0090  0.0487  0.0009
  -3.314 -3.139  6  9  702    1.0208 -0.0264 -0.1609 -0.0355
  -3.139 -2.964  6  13  808    0.9393  0.0299  0.5599 -0.6428
  -2.964 -2.853  6  11  839    0.8191  0.0852  0.4172 -0.5504
  -2.853 -2.650  6  4 1033    0.7892  0.1128 -0.1408 -0.1066
  -2.650 -2.500  6  7 1243    0.8400  0.0869 -0.0536 -0.0163
  -2.500 -2.322  6  6 1589    0.9258  0.0656 -0.1880 -0.1204
  -2.322 -2.172  6  6 1860    0.9922  0.0184 -0.2760 -0.1977
  -2.172 -2.043  6  7 2058    0.9897  0.0009 -0.2478 -0.1474
  -2.043 -1.930  6  8 2356    0.9619  0.0396 -0.1051 -0.0308
  -1.930 -1.830  6  7 2635    0.9772  0.0395 -0.1594 -0.0699
  -1.830 -1.740  6  7 2863    0.9828  0.0330 -0.1944 -0.1013
  -1.740 -1.653  6  9 3147    0.9561  0.0587 -0.0250  0.0063
  -1.653 -1.566  6  10 3418    0.9486  0.0638  0.0488  0.0092
  -1.566 -1.479  6  9 3576    0.9501  0.0399  0.0138  0.0028
  -1.479 -1.392  6  10 3863    0.9619  0.0311  0.0154  0.0014
  -1.392 -1.305  6  10 4212    0.9841  0.0234 -0.0089  0.0013
  -1.305 -1.218  6  10 4619    0.9790  0.0371  0.0833 -0.0001
  -1.218 -1.131  6  11 4892    0.9716  0.0320  0.1039  0.0005
  -1.131 -1.044  6  10 5133    0.9850  0.0113  0.0131  0.0001
  -1.044 -0.957  6  10 5631    0.9808  0.0287  0.0670 -0.0001
  -0.957 -0.879  6  10 5787    1.0014 -0.0000 -0.0408  0.0008
  -0.879 -0.783  6  10 6146    1.0025 -0.0036 -0.0460  0.0008
  -0.783 -0.696  6  10 6550    0.9992  0.0033 -0.0216  0.0003
  -0.696 -0.609  6  11 6928    0.9990  0.0068  0.0929 -0.0074
  -0.609 -0.522  6  10 7047    1.0135 -0.0157 -0.0960 -0.0090
  -0.522 -0.435  6  10 7408    0.9984 -0.0018  0.0279  0.0004
  -0.435 -0.348  6  10 7512    1.0074 -0.0162 -0.0301 -0.0000
  -0.348 -0.261  6  11 7842    1.0018 -0.0042  0.0295  0.0006
  -0.261 -0.174  6  10 7992    1.0127 -0.0096 -0.0514  0.0003
  -0.174 -0.087  6  11 8116    1.0045 -0.0032  0.0300  0.0007
  -0.087 -0.000  6  11 7977    1.0039 -0.0138  0.0247  0.0009
  +0.000 +0.087  6  11 7977    1.0039 -0.0138  0.0247  0.0009
  +0.087 +0.174  6  11 8116    1.0045 -0.0032  0.0300  0.0007
  +0.174 +0.261  6  10 7992    1.0127 -0.0096 -0.0514  0.0003
  +0.261 +0.348  6  11 7842    1.0018 -0.0042  0.0295  0.0006
  +0.348 +0.435  6  10 7512    1.0074 -0.0162 -0.0301 -0.0000
  +0.435 +0.522  6  10 7408    0.9984 -0.0018  0.0279  0.0004
